date.time,tag.id,receiver.site,antenna.number,temp.sd,temp.strong,lat,long,strength,gap,temp.diff,mainstem.temp,foray
8/14/2021 10:00,11,1,1,1.697056275,15.6,44.2333796,-123.1625399,78,90,3.2,18.557,1
8/14/2021 16:00,11,2,1,NA,21.2,44.23122,-123.1629,74,360,5.6,19.817,1
8/14/2021 19:40,11,1,1,NA,14.8,44.2333796,-123.1625399,74,220,-6.4,20.15,0
8/14/2021 20:20,11,1,1,0.427617987,14,44.2333796,-123.1625399,85,40,-0.8,20.079,0
8/14/2021 22:30,11,1,1,NA,15.6,44.2333796,-123.1625399,83,60,1.6,20.246,1
8/14/2021 23:20,11,1,1,0,15.6,44.2333796,-123.1625399,60,50,0,20.103,0
8/15/2021 0:40,11,1,1,NA,14,44.2333796,-123.1625399,80,60,-1.6,19.841,0
8/15/2021 1:10,11,1,1,NA,14,44.2333796,-123.1625399,79,30,0,19.817,0
8/15/2021 5:10,11,1,1,0,13.2,44.2333796,-123.1625399,74,80,-0.8,19.318,0
8/15/2021 5:20,11,1,1,NA,14,44.2333796,-123.1625399,78,10,0.8,19.318,0
8/15/2021 10:40,11,1,1,NA,13.2,44.2333796,-123.1625399,73,310,-0.8,19.508,0
8/15/2021 20:10,11,1,1,NA,14,44.2333796,-123.1625399,88,570,0.8,20.603,0
8/15/2021 20:20,11,1,1,NA,14.8,44.2333796,-123.1625399,67,10,0.8,20.65,0
8/15/2021 22:20,11,1,1,5.656854249,22,44.2333796,-123.1625399,79,60,7.2,20.317,1
8/15/2021 22:50,11,1,1,0,21.2,44.2333796,-123.1625399,82,30,-0.8,20.174,0
8/16/2021 0:40,11,1,1,0.4,14.8,44.2333796,-123.1625399,76,60,-6.4,19.984,0
8/16/2021 0:50,11,1,1,0.461880215,14,44.2333796,-123.1625399,83,10,-0.8,19.865,0
8/16/2021 8:20,11,1,1,NA,22,44.2333796,-123.1625399,86,150,8,18.985,1
8/16/2021 8:30,11,1,1,NA,22,44.2333796,-123.1625399,82,10,0,19.056,0
8/16/2021 16:50,11,1,1,0,23.6,44.2333796,-123.1625399,90,500,1.6,20.079,1
8/16/2021 20:10,11,1,1,0.923760431,22.8,44.2333796,-123.1625399,97,200,-0.8,20.174,0
8/16/2021 20:50,11,1,1,NA,14.8,44.2333796,-123.1625399,73,40,-8,20.174,0
8/17/2021 1:50,11,1,1,0.715541753,15.6,44.2333796,-123.1625399,81,80,0.8,19.603,0
8/17/2021 2:00,11,1,1,1.032795559,15.6,44.2333796,-123.1625399,79,10,0,19.484,0
8/17/2021 14:10,11,1,1,NA,14.8,44.2333796,-123.1625399,78,520,-0.8,18.913,0
8/17/2021 16:30,11,1,1,NA,14.8,44.2333796,-123.1625399,75,140,0,18.723,0
8/17/2021 20:00,11,1,1,NA,13.2,44.2333796,-123.1625399,74,210,-1.6,18.557,0
8/17/2021 20:40,11,1,1,NA,14,44.2333796,-123.1625399,73,40,0.8,18.485,0
8/17/2021 22:00,11,1,1,0.53935989,14.8,44.2333796,-123.1625399,77,80,0.8,18.414,0
8/17/2021 22:10,11,1,1,NA,14,44.2333796,-123.1625399,71,10,-0.8,18.438,0
8/18/2021 2:30,11,1,1,0.461880215,13.2,44.2333796,-123.1625399,75,90,-0.8,17.748,0
8/18/2021 2:40,11,1,1,0.56051924,13.2,44.2333796,-123.1625399,75,10,0,17.748,0
8/18/2021 5:30,11,1,1,NA,14.8,44.2333796,-123.1625399,77,70,1.6,17.249,1
8/18/2021 5:50,11,1,1,NA,14,44.2333796,-123.1625399,73,20,-0.8,17.225,0
8/18/2021 7:40,11,1,1,NA,13.2,44.2333796,-123.1625399,77,90,-0.8,17.011,0
8/18/2021 8:40,11,1,1,0.565685425,13.2,44.2333796,-123.1625399,76,60,0,16.987,0
8/18/2021 9:40,11,1,1,NA,13.2,44.2333796,-123.1625399,80,60,0,17.13,0
8/18/2021 20:10,11,1,1,NA,14,44.2333796,-123.1625399,75,630,0.8,18.818,0
8/18/2021 20:30,11,1,1,NA,16.4,44.2333796,-123.1625399,76,20,2.4,18.842,0
8/19/2021 0:00,11,1,1,NA,14.8,44.2333796,-123.1625399,78,100,-1.6,18.652,0
8/19/2021 0:20,11,1,1,NA,14,44.2333796,-123.1625399,74,20,-0.8,18.604,0
8/19/2021 3:40,11,1,1,NA,14,44.2333796,-123.1625399,76,70,0,18.057,0
8/19/2021 4:00,11,1,1,NA,14,44.2333796,-123.1625399,70,20,0,18.105,0
8/19/2021 6:10,11,1,1,NA,12.4,44.2333796,-123.1625399,74,60,-1.6,17.819,0
8/19/2021 12:20,11,1,1,NA,13.2,44.2333796,-123.1625399,75,370,0.8,18.2,0
8/19/2021 20:40,11,1,1,1.13137085,14.8,44.2333796,-123.1625399,81,500,1.6,19.294,1
8/19/2021 21:00,11,1,1,NA,14,44.2333796,-123.1625399,76,20,-0.8,19.27,0
8/19/2021 23:10,11,1,1,0.565685425,15.6,44.2333796,-123.1625399,75,110,1.6,19.318,1
8/19/2021 23:30,11,1,1,0.565685425,15.6,44.2333796,-123.1625399,79,20,0,19.246,0
8/20/2021 1:00,11,1,1,NA,15.6,44.2333796,-123.1625399,78,60,0,18.961,0
8/20/2021 1:10,11,1,1,1.222020185,14.8,44.2333796,-123.1625399,76,10,-0.8,18.937,0
