date.time,date,time,logger.site,logger.position,sensor.depth,site.total.depth,logger.type,latitude,longitude,dissolved.oxygen,temperature,logger.id,day.night,quarterly
8/13/2021 0:00,8/13/2021,0:00,site.4.netpen,bottom.do,1.55,1.7,hobo.onset.do,44.2301936,-123.1624209,1.55,12.4,21063704,night,1
8/13/2021 0:00,8/13/2021,0:00,site.4.netpen,bottom.temp,1.1,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,12.63,20659269,night,1
8/13/2021 0:00,8/13/2021,0:00,site.4.netpen,mid.do,0.95,1.7,hobo.onset.do,44.2301936,-123.1624209,2.39,12.78,21063701,night,1
8/13/2021 0:00,8/13/2021,0:00,site.4.netpen,mid.temp,0.5,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,17.034,20659256,night,1
8/13/2021 0:00,8/13/2021,0:00,site.4.netpen,surface.do,0.25,1.7,hobo.onset.do,44.2301936,-123.1624209,4.54,18.6,20708554,night,1
8/13/2021 0:00,8/13/2021,0:00,site.4.netpen,surface.temp,0,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,21.366,20659266,night,1
8/14/2021 0:00,8/14/2021,0:00,site.4.netpen,bottom.do,1.55,1.7,hobo.onset.do,44.2301936,-123.1624209,2.69,12.22,21063704,night,1
8/14/2021 0:00,8/14/2021,0:00,site.4.netpen,bottom.temp,1.1,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,12.509,20659269,night,1
8/14/2021 0:00,8/14/2021,0:00,site.4.netpen,mid.do,0.95,1.7,hobo.onset.do,44.2301936,-123.1624209,2.31,12.6,21063701,night,1
8/14/2021 0:00,8/14/2021,0:00,site.4.netpen,mid.temp,0.5,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,13.738,20659256,night,1
8/14/2021 0:00,8/14/2021,0:00,site.4.netpen,surface.do,0.25,1.7,hobo.onset.do,44.2301936,-123.1624209,3.91,16.12,20708554,night,1
8/14/2021 0:00,8/14/2021,0:00,site.4.netpen,surface.temp,0,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,18.652,20659266,night,1
8/15/2021 0:00,8/15/2021,0:00,site.4.netpen,bottom.do,1.55,1.7,hobo.onset.do,44.2301936,-123.1624209,2.59,12.46,21063704,night,1
8/15/2021 0:00,8/15/2021,0:00,site.4.netpen,bottom.temp,1.1,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,12.775,20659269,night,1
8/15/2021 0:00,8/15/2021,0:00,site.4.netpen,mid.do,0.95,1.7,hobo.onset.do,44.2301936,-123.1624209,2.36,12.96,21063701,night,1
